st_abbv,nicarid,rtnum,cnty,place,feature,strcture,location,latmap,longmap,year,laneson,lanesun,avdayno,yravg,strcstat,onserve,undserve,inspdate,brdgimno,rdimpno,totcstno,impcstyr,futdlyno,futyear,stat,suffrtno
LA,2260525006707061111,00034,049,00000,DRY BRANCH,LA0034,05250670706111,32.39,-92.43,2002,02,00,2800,2014,A,1,5,0614,,,,,4760,2035,0,80
LA,2260525321239224611,00000,049,00000,INDIAN CREEK,LOCAL ROAD,.6 MI.NE. INT. LA. 157,32.21,-92.41,1982,02,00,40,1979,A,1,5,0214,,,,,68,2035,0,86
LA,2260525321379243311,00000,049,00000,GARRETT CREEK,LOCAL ROAD,0.9 MI S INT 048,32.23,-92.72,1988,02,00,580,1973,A,1,5,0214,,,,,986,2035,0,86.6
LA,2260525322379241411,00000,049,00000,CYPRESS,LOCAL ROAD,P2532237924141,32.4,-92.69,2006,02,00,,2015,A,1,9,0214,,,,,,2035,0,92
LA,2260531000000501841,00167,061,00000,BAYOU D'ARBONNE,US0167,1.0 M. N OF N JCT. LA 822,32.68,-92.65,2010,02,00,3480,2014,A,1,5,0314,,,,,5916,2035,0,99.7
LA,2260531000004006681,00000,061,66655,COLVIN CREEK,LOCAL ROAD,1.0 MI. EAST OF US 167,32.57,-92.63,2012,02,00,900,2010,A,1,5,1213,,,,,1530,2035,0,90
LA,2260531002309000011,00167,061,00000,SHEPHERD CREEK,US0167,3.4 MI SOUTH OF US 80,32.45,-92.66,2005,02,00,10100,2014,A,1,5,0314,,,,,17170,2035,0,80
LA,2260531083107067711,00150,061,00000,CYPRESS CREEK,LA0150,.3 MI EAST OF LA 818,32.53,-92.67,2000,02,00,2300,2014,A,1,5,0214,,,,,3910,2035,0,80
LA,2260533000204061511,00080,065,00000,CREEK,US0080,05330020406151,32.43,-92.08,2003,02,00,840,2014,A,1,5,0613,,,,,1428,2035,0,87.2
LA,2260533045108030341,00020,065,00000,CREEK,I0020,.3 MI EAST OF LA 577,32.43,-91.42,1971,01,00,2420,2014,A,1,5,0813,,,,,4114,2035,0,80
LA,2260533045108313211,00000,065,00000,I-20,LOC RD,3.4 MI EAST OF EAST INT O,32.32,-90.96,1976,02,04,2630,2014,A,6,1,0813,,,,,4471,2035,0,97
LA,2260533321749127511,00000,065,00000,LICK BAYOU,LOCAL ROAD,P3332174912751,32.28,-91.45,2003,02,00,275,2000,A,1,5,0613,,,,,467,2035,0,91.4
LA,2260534000000501821,00830,067,04685,B.,LA083003,05348341503331,32.8,-97.9,2010,02,00,3600,2014,A,1,5,1214,,,,,2160,2035,0,80
LA,2260534016302000011,00133,067,00000,BAYOU LAFOURCHE,LA0133,05341630200001,32.57,-91.79,1992,02,00,2000,2014,A,1,5,1214,,,,,1200,2035,0,71.5
LA,2260534017201035411,00140,067,00000,BAYOU DEGLAISE,LA0140,05341720103541,32.87,-91.83,2001,02,00,2900,2014,A,1,5,1214,,,,,1740,2035,0,80
LA,2260534083414004411,00830,067,00000,CREEK,LA08302,.44 MI NORTH OF US 425,32.8,-91.91,1994,02,00,1220,2014,A,1,5,1214,,,,,732,2035,0,73.9
LA,2260534323169147511,00000,067,00000,LITTLE LAKE LAFOURCHE,LOCAL ROAD,P3432316914751,32.53,-91.79,1999,02,00,280,1979,A,1,5,0914,,,,,168,2035,0,79
LA,2260537000000500541,00000,073,00000,LAPINE BAYOU,LOCAL ROAD,0.75 MILES SOUTH OF LA 34,32.4,-92.21,2011,02,00,57,2007,P,1,5,0514,,,,,34,2035,0,71.5
LA,2260537000000500571,00000,073,80955,BLACK BAYOU LATERAL,LOCAL ROAD,0.4 MILES EAST OF LA 617,32.49,-92.15,2014,02,00,300,1979,A,1,5,0514,,,,,180,2035,0,100
LA,2260537000004000051,00000,073,00000,LAPINE BAYOU,LOCAL ROAD,1.75 MI. EAST OF LA 557,32.39,-92.17,2013,02,00,99,2007,P,1,5,0514,,,,,59,2035,0,78.8
LA,2260537000004000061,00000,073,00000,STEEP BAYOU,LOCAL ROAD,1 MILE NORTH OF HWY 80,32.53,-92.22,2013,02,00,731,1979,A,1,5,0314,,,,,438,2035,0,64.2
LA,2260537000004000141,00000,073,00000,PATRICK CREEK,LOCAL ROAD,0.5 MILES WEST OF CHENIER,32.51,-92.28,1995,02,00,46,1979,A,1,5,0314,,,,,27,2035,0,91.6
LA,2260537015801086311,00546,073,00000,CHENIERE CREEK,LA0546,05371580108631,32.49,-92.26,2000,02,00,2300,2014,A,1,5,0914,,,,,1380,2035,0,80
LA,2260537015903101211,00557,073,00000,BAYOU LAPINE,LA0557,1.09 MI SOUTH OF LA 34,32.4,-92.2,2002,02,00,1790,2014,A,1,5,1014,,,,,1074,2035,0,80
LA,2260537321759212911,00000,073,00000,DRAIN TO CYPRESS CREEK,LOCAL ROAD,2.1 MI S. HWY. 557,32.29,-92.22,1985,02,00,431,1982,A,1,5,0614,,,,,258,2035,0,96.9
LA,2260537321769214111,00000,073,00000,DRAIN TO CYPRESS CREEK,LOCAL ROAD,1.1 MI. E. HWY. 557,32.29,-92.24,1975,01,00,30,1973,P,1,5,0614,,,,,18,2035,0,66
LA,2260542000007003571,00000,083,00000,DRY FORK,LOCAL ROAD,P4232225914651,32.38,-91.78,2011,02,00,200,2015,A,1,5,0813,,,,,120,2035,0,97
LA,2260542084204048511,00854,083,00000,LITTLE CREEK,LA0854,05428420404851,32.49,-91.56,2002,02,00,590,2014,A,1,5,0114,,,,,354,2035,0,85.4
LA,2260542321199159411,00000,083,00000,COW BAYOU,LOCAL ROAD,P4232119915941,32.2,-91.99,2005,02,00,75,2001,A,1,5,0813,,,,,45,2035,0,91.3
LA,2260542322849145511,00000,083,63680,LITTLE CREEK,LOCAL ROAD,LOGMI 0.24 FR 4 TO 5,32.47,-91.76,1984,02,00,250,1974,A,1,5,0813,,,,,150,2035,0,92.5
LA,2260556000004005761,00000,111,00000,FINCH BAYOU,LOCAL ROAD,1.2 MILES NORTH OF LA 143,32.85,-92.15,2014,02,00,300,2010,A,1,5,0514,,,,,510,2035,0,87.4
LA,2260556006904039911,00033,111,00000,CREEK,LA0033,3.4 MI NORTH OF LA 827,32.96,-92.24,1996,02,00,1020,2014,A,1,5,0414,,,,,1734,2035,0,85.5
LA,2260556323509219511,00000,111,00000,MILL CREEK,LOCAL ROAD,.3 MI. NE INT. 426,32.58,-92.33,1983,02,00,140,1975,A,1,5,0114,,,,,238,2035,0,86.5
LA,2260556324079214111,00000,111,00000,BAYOU D'ARBONNE,LOCAL ROAD,1.1 MI. W. INT. 489,32.68,-92.24,1974,02,00,90,1975,P,1,5,0214,,,,,153,2035,0,62.1
LA,2260556324229222511,00000,111,00000,DRAIN TO D'ARBONNE LAKE,LOCAL ROAD,.7 MI. SE INT. 343,32.7,-92.38,1983,02,00,180,1975,A,1,5,0114,,,,,306,2035,0,86.5
LA,2260556324279226411,00000,111,00000,STOWE CREEK,LOCAL ROAD,4.9 MI EAST INT RT 278,32.71,-92.44,1987,02,00,50,1975,A,1,5,0114,,,,,85,2035,0,97
LA,2260556324369215711,00000,111,00000,TUCKER CREEK,LOCAL ROAD,P5632436921571,32.72,-92.25,2003,01,00,100,2001,A,1,5,0214,,,,,170,2035,0,91.1
LA,2260562000004001971,00000,123,00000,ALLIGATOR BAYOU,LOCAL ROAD,P6232432912541,32.72,-91.42,2010,02,00,75,2015,A,1,5,0115,,,,,45,2035,0,100
LA,2260562016106071511,00134,123,24145,BAYOU,LA0134,05621610607151,32.6,-91.49,1991,02,00,1100,2014,A,1,5,0115,,,,,660,2035,0,84.7
LA,2260562323939126311,00000,123,00000,ALLIGATOR BAYOU,LOCAL ROAD,BETWEEN INTERSECT 092-125,32.66,-91.44,1996,02,00,60,1979,A,1,5,0115,,,,,36,2035,0,91.4
LA,2260562324009134611,00000,123,00000,COLEWA BAYOU,LOCAL ROAD,P6232400913461,32.67,-91.57,2003,02,00,50,2001,A,1,5,0115,,,,,30,2035,0,93.5
LA,2260562324209123711,00000,123,00000,LYON BAYOU,LOCAL ROAD,P6232420912371,32.7,-91.4,1997,02,00,50,1979,A,1,5,0115,,,,,30,2035,0,91.5
LA,2260702000005009341,00000,003,00000,N CARPENTER ROAD BRIDGE,LOCAL ROAD,3.7 MI SOUTH LA 26 ON N C,30.67,-92.93,2010,02,00,250,2006,A,1,9,0114,,,,,150,2035,0,84.4
LA,2260702001403035311,00165,003,39755,DRAINAGE IN KINDER,US0165,9.13 MI. N OF INT LA102,30.48,-92.85,2002,04,00,7900,2014,A,1,5,0215,,,,,4740,2035,0,62
LA,2260702001403137011,00165,003,57450,NO NAME B. US 165,US0165B,.5 MI S JCT 26 - OBERLIN,30.61,-92.77,2002,02,00,7800,2014,A,1,5,0914,,,,,4680,2035,0,80
LA,2260702037101010511,00115,003,00000,UNNAMED TRIBUTARY LA 115,LA01153,1 MI N OF JCT LA1153&US16,30.83,-92.65,2003,02,00,348,2014,A,1,5,1013,,,,,208,2035,0,91.8
LA,2260702302659306311,00000,003,00000,LITTLE MARSH BAYOU,LOCAL ROAD,5.6 MI. SOUTH INT. 04,30.43,-93.1,2000,02,00,750,1999,A,1,5,0114,,,,,450,2035,0,86.9
LA,2260702302689251511,00000,003,00000,KINDER DITCH,LOCAL ROAD,1.38 MI. S. OF INT.,30.45,-92.86,1952,02,00,130,1977,P,1,5,0114,,,,,78,2035,0,60.8
LA,2260702302719252511,00000,003,00000,KINDER DITCH,LOCAL ROAD,.4 MILES W OF INT 254,30.45,-92.88,1999,02,00,130,1982,A,1,5,0114,,,,,78,2035,0,87.2
LA,2260702302739302411,00000,003,00000,BARNES CREEK,LOCAL ROAD,2.75 MI. SW OF INT. 592,30.46,-93.04,1985,02,00,93,1984,A,1,5,0114,,,,,55,2035,0,93.9
LA,2260702302809247411,00000,003,00000,BAYOU SERPENT,LOCAL ROAD,1MI. W. OF INT. 38,30.47,-92.78,2000,02,00,150,1999,A,1,5,0114,,,,,90,2035,0,87
LA,2260702303809239311,00000,003,00000,BAYOU BLUE,LOCAL ROAD,9.45 MI S. OF INT,30.63,-92.66,1999,02,00,180,1998,A,1,5,0114,,,,,108,2035,0,87.7
LA,2260702304319251911,00000,003,00000,CREEK,LOCAL ROAD,8.24 MI. S. OF INT.,30.72,-92.87,1970,02,00,100,1977,A,1,5,0214,,,,,60,2035,0,73.8
LA,2260702304959240311,00000,003,00000,NORTH CREEK #2,LOCAL ROAD,0.33 MI N OF INT 82,30.82,-92.67,2003,02,00,140,1977,A,1,5,0114,,,,,84,2035,0,87.1
LA,2260702304969240011,00000,003,00000,NORTH CREEK,LOCAL ROAD,P0230496924001,30.83,-92.67,1999,02,00,900,1998,A,1,5,0114,,,,,540,2035,0,77.2
LA,2260706000005005621,00000,011,20610,DEER CREEK,LOCAL ROAD,HONEYSUCKLE STREET,30.84,-93.33,2012,02,00,,2015,A,1,5,0214,,,,,,2035,0,99.7
LA,2260706000005007161,00000,011,00000,CANEY CREEK,LOCAL ROAD,1.8 MILES SOUTH OF LA 389,30.51,-93.68,2014,02,00,125,2013,A,1,5,0115,,,,,75,2035,0,98.8
LA,2260706001205053411,00012,011,00000,COW PEN CREEK,LA0012,8.03 MI. E OF E INT LA27,30.49,-93.3,1993,02,00,3200,2014,A,1,5,0214,,,,,1920,2035,0,86.7
LA,2260706001205068511,00012,011,00000,HICKORY CREEK,LA0012,9.53 MI. E OF E INT LA27,30.5,-93.28,1993,02,00,3200,2014,A,1,5,1013,,,,,1920,2035,0,87.7
LA,2260706002403071711,00171,011,00000,MO PAC RR & US 190,US0171,US171 OVER US190 @ RAGLEY,30.51,-93.23,2001,02,02,8800,2014,A,1,4,0413,,,,,5280,2035,0,79
LA,2260706002403078111,00171,011,00000,DRAINAGE,US0171,US171 .61 MI N OVERPASS,30.52,-93.22,2007,02,00,9700,2014,A,1,5,0115,,,,,5820,2035,0,79
LA,2260706003109052311,00027,011,00000,PERSIMMON MARSH,LA0027,5.23 MI. N OF INT LA27/11,30.73,-93.38,1994,02,00,3200,2014,A,1,5,0514,,,,,1920,2035,0,63
LA,2260706018901006811,00394,011,00000,CREEK,LA0394,.68 MI. E OF INT US171/19,30.78,-93.23,1993,02,00,630,2014,A,1,5,0413,,,,,378,2035,0,88.1
LA,2260706018901028811,00394,011,00000,ANT BRANCH,LA0394,2.88 MI. EAST OF US 171,30.77,-93.2,1999,02,00,630,2014,A,1,5,0613,,,,,378,2035,0,98.7
LA,2260706018901154811,00394,011,00000,MILL BAYOU CREEK,LA0394,15.48 MI. E OF INT US171,30.67,-93.05,1998,02,00,630,2014,A,1,5,1114,,,,,378,2035,0,88.1
LA,2260706019002096611,00110,011,00000,WILDCOW CREEK,LA0110,9.66 MI. E OF INT LA27,30.61,-93.3,2003,02,00,870,2014,A,1,5,0313,,,,,522,2035,0,67.9
LA,2260706302489316611,00000,011,00000,HICKORY CREEK OVERFLOW,LOCAL ROAD,CAMP EDGEWOOD ROAD,30.41,-93.28,1994,02,00,280,1992,A,1,5,0214,,,,,168,2035,0,88.5
LA,2260706302499316711,00000,011,00000,HICKORY CREEK,LOCAL ROAD,CAMP EDGEWOOD ROAD,30.42,-93.28,1994,02,00,280,1992,A,1,5,0214,,,,,168,2035,0,88.5
LA,2260706302639341311,00000,011,00000,SHOATS CREEK,LOCAL ROAD,.54MI. N OF LLOYD SMITHRD,30.44,-93.69,2005,02,00,100,2004,A,1,5,0214,,,,,60,2035,0,92.9
LA,2260706302659321111,00000,011,00000,BECKWITH CREEK,LOCAL ROAD,CAMP EDGEWOOD ROAD,30.44,-93.35,1995,02,00,250,1996,A,1,5,0214,,,,,150,2035,0,76.5
LA,2260706302899340911,00000,011,00000,CREEK,LOCAL ROAD,OLD RIVER ROAD,30.47,-93.67,2002,02,00,150,1999,A,1,5,0214,,,,,90,2035,0,87
LA,2260706304959310811,00000,011,00000,DEER CREEK,LOCAL ROAD,EWELL COOLEY ROAD,30.83,-93.18,1992,02,00,210,1991,A,1,5,0214,,,,,126,2035,0,86.4
LA,2260710000000702071,00109,019,00000,BESS BRANCH,LA0109,4.35 MILES NORTH OF LA 12,30.38,-93.67,2010,02,00,1140,2014,A,1,5,1014,,,,,684,2035,0,72.4
LA,2260710000000702081,00109,019,00000,BAYOU,LA0109,2.1 MILES NORTH OF LA 12,30.35,-93.67,2010,02,00,1140,2014,A,1,5,0914,,,,,684,2035,0,72.4
LA,2260710000000702091,00000,019,00000,CREEK,LOCAL ROAD,1.08 MI. WEST OF INT 1159,30.12,-93.11,2008,02,00,10,2008,A,1,5,0414,,,,,6,2035,0,94.6
LA,2260710000000702171,00000,019,41155,KAYOUCHE COULEE,LOCAL ROAD,0.96 MI. EAST OF LA 14,30.29,-93.28,2012,02,00,,2015,A,1,5,0314,,,,,,2035,0,100
LA,2260710000000702221,00000,019,78820,HAMPTON COULEE,LOCAL ROAD,0.01 MI. E OF GUM COVE RD,30.31,-93.95,2011,02,00,,2015,A,1,5,0414,,,,,,2035,0,98
LA,2260710000005000461,00397,019,00000,ENGLISH BAYOU N. OF I-10,LA0397,ADJACENT TO I-10,30.24,-93.13,1963,02,00,4140,2014,A,1,5,0314,,,,,2484,2035,0,81.5
LA,2260710000005000961,00000,019,00000,BUXTON CREEK,LOCAL ROAD,5.0 MILES WEST OF INT. 23,30.37,-93.49,2011,02,00,,2015,A,1,5,0414,,,,,,2035,0,97
LA,2260710000005001291,00000,019,73640,FARMER L&C CO. CANAL,LOCAL ROAD,0.02 MILES EAST OF LA 27,30.24,-93.35,2010,02,00,,2015,A,1,5,0414,,,,,,2035,0,100
LA,2260710000005002511,00000,019,73640,GUM SLOUGH,LOCAL ROAD,0.50 MILES WEST OF SOUTH,30.23,-93.38,2011,02,00,150,2015,A,1,5,0414,,,,,90,2035,0,100
LA,2260710002402049811,00171,019,00000,LITTLE INDIAN BAYOU,US0171,4.6 MI N LA 378 ON US171,30.38,-93.21,1996,02,00,5280,2014,A,1,5,0513,,,,,3168,2035,0,97.5
LA,2260710002402049821,00171,019,00000,LITTLE INDIAN BAYOU,US0171,4.6 MI N LA378 ON US171,30.38,-93.21,1997,02,00,5280,2014,A,1,5,0513,,,,,3168,2035,0,79
LA,2260710018701051711,00109,019,00000,SLOUGH,LA0109,2.6 MI NORTH OF LA 3063,30.23,-93.64,1996,02,00,2100,2014,A,1,5,0914,,,,,1260,2035,0,79
LA,2260710019103016611,00389,019,00000,BUXTON CREEK,LA0389,2.9 MI NORTH OF LA 12,30.48,-93.46,1993,02,00,1420,2014,A,1,5,0115,,,,,852,2035,0,71.8
LA,2260710019201007511,00000,019,78820,COON GULLY,000LA108,.65 MI SOUTH OF I-10,30.18,-93.56,2006,02,00,790,2014,A,1,5,0313,,,,,474,2035,0,80.3
LA,2260710081018007411,01133,019,00000,CANAL,LA1133,.74 MI EAST OF LA 108,30.14,-93.36,1994,02,00,4900,2014,A,1,5,0614,,,,,2940,2035,0,78
LA,2260710300499308211,00000,019,00000,GOVERNMENT DITCH 011,LOCAL ROAD,1.91 MI W OF INT. B49,30.08,-93.14,2001,01,00,50,1999,A,1,5,0414,,,,,30,2035,0,94.5
LA,2260710302809325711,00000,019,00000,CREEK,LOCAL ROAD,0.2 MI S. OF INT. 456,30.47,-93.43,1991,02,00,300,1991,P,1,5,0514,,,,,180,2035,0,62.4
LA,2260712003102142411,00027,023,00000,LONG POINT BAYOU,LA0027,14.24 MI. N OF INT LA82,29.93,-93.38,2000,02,00,2400,2014,A,1,5,0314,,,,,1440,2035,0,80
LA,2260712003102147211,00027,023,00000,KAYOU BAYOU,LA0027,14.72 MI. N OF INT LA82,29.93,-93.37,2000,02,00,2400,2014,A,1,5,0514,,,,,1440,2035,0,80
LA,2260712019301000011,00027,023,00000,CAL.SHIP CHA/CAM.FERRY 2,LA0027,LA 27 @ CALCASIEU RIVER,29.8,-93.35,1965,02,00,530,2014,P,1,5,0914,,,,,318,2035,0,74
LA,2260712038203030311,00384,023,00000,DRAIN,LA0384,3.03 MI. W OF INT LA1144,30.03,-93.27,2004,02,00,2000,2014,A,1,5,1214,,,,,1200,2035,0,78.2
LA,2260712295919324511,00000,023,00000,LULU CANAL,LOCAL ROAD,0.21 MI. N. OF INT.,29.99,-93.41,1964,02,00,100,1971,P,1,5,0314,,,,,60,2035,0,69.9
LA,2260727000000701911,00165,053,00000,BAYOU,US0165,MILE POST 12.12 ON US 165,30.39,-92.9,2008,02,00,6400,2014,A,1,5,0115,,,,,3840,2035,0,80
LA,2260727001208081611,00019,053,00000,DRY SLOUGH LAT OFF B NEZ,US00190,2.0 MI EAST OF LA 26,30.47,-92.63,2003,02,00,4800,2014,A,1,5,1013,,,,,2880,2035,0,100
LA,2260727001402000711,00165,053,37445,UNION PACIFIC RR OVERPAS,US0165,.7 MI NORTH OF US 90,30.23,-92.99,2004,02,00,3100,2014,A,1,2,0413,,,,,1860,2035,0,80
LA,2260727019803016211,00099,053,00000,EAST BAYOU LACASSINE BR.,LA0099,.6 MI NORTH OF I-10,30.25,-92.82,2004,02,00,1420,2014,A,1,5,0714,,,,,852,2035,0,99.3
LA,2260727019803019611,00099,053,00000,BR OVER BAYOU OFF B LAC.,LA0099,1.9 MI NORTH OF I-10,30.25,-92.82,2003,02,00,1420,2014,A,1,5,0714,,,,,852,2035,0,98.8
LA,2260727082711038111,00382,053,00000,BAYOU CHENE,LA0382,3.9M NORTH OF JCT LA 380,30.15,-92.77,1993,02,00,580,2014,A,1,5,0313,,,,,348,2035,0,99.9
LA,2260727300499243711,00000,053,00000,THORNWELL DRAINAGE CANAL,LOCAL ROAD,1.78 MI. E. OF INT.,30.08,-92.73,1972,02,00,30,1977,A,1,5,0914,,,,,18,2035,0,79
LA,2260727300499247511,00000,053,00000,THORNWELL DRAINAGE CANAL,LOCAL ROAD,1.78 MI. E. OF INT.,30.08,-92.79,1972,02,00,30,1977,A,1,5,0914,,,,,18,2035,0,79
LA,2260727302469306011,00000,053,00000,BAYOU,LOCAL ROAD,.49 MI E.OF INT. 625,30.41,-93.1,1999,02,00,70,1977,P,1,5,0914,,,,,42,2035,0,92.4
LA,2260727302529238611,00000,053,00000,ROGERS GULLY,LOCAL ROAD,1.49 MI. E. OF INT.,30.42,-92.64,1980,02,00,30,1977,A,1,5,1014,,,,,18,2035,0,84.2
LA,2260805000008001261,00000,009,00000,JOHNSON BAYOU,LOCAL ROAD,0.49 MI. NE OF LA 1192,31.18,-92.06,2009,02,00,100,2001,A,1,5,0313,,,,,146,2035,0,100
LA,2260805000008001651,00000,009,48400,BAYOU LACOMBE,LOCAL ROAD,"MANSURA, REGARD ROAD",31.06,-92.04,2009,02,00,350,2001,A,1,5,0115,,,,,511,2035,0,90
LA,2260805310359152711,00000,009,00000,BAYOU DES GLAISES,LOCAL ROAD,0.02 MI. EAST OF LA 451,31.06,-91.96,1998,02,00,200,1997,A,1,5,0215,,,,,292,2035,0,92
LA,2260805310369203511,00000,009,48400,LACOMBE BAYOU,LOCAL ROAD,0.01 MI. NORTH OF LA 114,31.05,-92.06,1984,02,00,40,1984,A,1,5,0215,,,,,58,2035,0,90.6
LA,2260822000007007341,00000,043,00000,SWAFFORD CREEK,LOCAL ROAD,0.51 MILES WEST OF NEWTON,31.6,-92.6,2013,02,00,100,2012,A,1,5,0214,,,,,168,2035,0,96
LA,2260822000931009611,00492,043,00000,BAYOU RIGOLETTE,LA0492,0.96 MI. WEST OF US 71,31.47,-92.61,1999,02,00,850,2014,A,1,5,0914,,,,,1428,2035,0,93.4
LA,2260822001504007611,00165,043,00000,BIG CREEK,US0165,0.76 MILES NORTH OF LA 8,31.54,-92.41,2006,02,00,3420,2014,A,1,5,1114,,,,,5745,2035,0,99.7
LA,2260822012803000311,00500,043,00000,FOUR-MILE BRANCH,LA0500,1.48 MI. EAST OF US 167,31.8,-92.56,1998,02,00,300,2014,A,1,5,1014,,,,,504,2035,0,99.6
LA,2260822012803006811,00500,043,00000,BROWN-EYE CREEK,LA0500,LA 500,31.79,-92.55,1998,02,00,300,2014,A,1,5,1014,,,,,504,2035,0,99.6
LA,2260822012901055311,00122,043,00000,DRAIN,LA0122,4.96 MI. EAST OF US 71,31.69,-92.81,1993,02,00,950,2014,A,1,5,0914,,,,,1596,2035,0,99.5
LA,2260822012902133811,00122,043,00000,BEAVER CREEK,LA0122,3.38 M E OF E JCT LA 471,31.61,-92.58,1999,02,00,1050,2014,A,1,5,1014,,,,,1764,2035,0,93.4
LA,2260822082202035711,01240,043,00000,LAPET CREEK,LA1240,3.57 MI. N OF US 71,31.65,-92.77,2003,02,00,280,2014,A,1,5,1014,,,,,470,2035,0,99.9
LA,2260822313889228711,00000,043,00000,MILL BRANCH,LOCAL ROAD,0.75 M. N. OF JCT LA 123,31.65,-92.48,1982,02,00,15,1979,P,1,5,0913,,,,,25,2035,0,75.5
LA,2260822314009223311,00000,043,00000,LITTLE CREEK,LOCAL ROAD,3.09 M. S. OF JCT. US 165,31.66,-92.39,1985,02,00,90,1983,A,1,5,1013,,,,,151,2035,0,94
LA,2260822314059254811,00000,043,00000,UNNAMED CREEK,LOCAL ROAD,2.21 MI. WEST OF US 71,31.67,-92.91,2003,02,00,100,2001,A,1,5,0813,,,,,168,2035,0,100
LA,2260835000000801111,00490,069,00000,BAYOU MAURICE,LA0490,3.44 MI. SW OF LA 1,31.5,-92.86,1993,02,00,210,2014,A,1,5,0414,,,,,151,2035,0,92
LA,2260835000000801131,00490,069,00000,BAYOU MAYO,LA0490,3.67 MI. SW OF LA 1,31.5,-92.86,1993,02,00,210,2014,A,1,5,0414,,,,,151,2035,0,92
LA,2260835000006000951,00000,069,00000,ROCK'S CREEK,LOCAL ROAD,0.7 MI. WEST OF LA 487,31.81,-93.39,2013,02,00,75,2005,A,1,5,0813,,,,,54,2035,0,100
LA,2260835000006001591,00000,069,00000,BAYOU DERBONNE,LOCAL ROAD,0.03 MI. W OF B. DERBONNE,31.54,-93,2013,02,00,75,2010,A,1,5,0713,,,,,54,2035,0,93.3
LA,2260835009102000011,00155,069,00000,BLACK LAKE BAYOU,LA0155,3.9 MI. W OF INT LA153,32.09,-93.16,1992,02,00,580,2014,A,1,5,0114,,,,,417,2035,0,98.6
LA,2260835011704012111,00118,069,00000,LITTLE SANDY CREEK,LA0118,1.2 MI. EAST OF  LA 117,31.41,-93.16,1998,02,00,92,2014,A,1,5,0314,,,,,66,2035,0,93.1
LA,2260835011704023511,00118,069,00000,UNNAMED CREEK,LA0118,2.35 MI. EAST OF LA 117,31.4,-93.14,1998,02,00,92,2014,A,1,5,0314,,,,,66,2035,0,75.1
LA,2260835035902026711,01226,069,00000,CLEAR LAKE,LA1226,2.67 MI. N OF INT US84,31.85,-92.96,1995,02,00,550,2014,A,1,5,0514,,,,,396,2035,0,89
LA,2260835045506303711,00000,069,53545,I-49,LOC ROAD,0.87 MI. NORTH OF LA 6,31.74,-93.16,1986,02,04,7350,2014,A,1,1,0714,,,,,5292,2035,0,77.3
LA,2260835045506314011,00000,069,00000,I-49,LOC ROAD,1.9 MI. NORTH OF LA 6,31.75,-93.17,1986,02,04,1500,2014,A,1,1,0714,,,,,1080,2035,0,88.5
LA,2260835045506339211,00000,069,00000,I-49,LOC ROAD,4.42 MI. NORTH OF LA 6,31.78,-93.19,1985,02,04,1500,2014,A,6,1,0714,,,,,1080,2035,0,97.9
LA,2260835045506483311,00000,069,00000,I-49,LOC RD,1.68 MI. NORTH OF LA 174,31.9,-93.39,1985,02,04,1610,2014,A,1,1,0714,,,,,1159,2035,0,89.2
LA,2260835083504021311,01222,069,00000,MALLARD BAYOU,LA1222,2.13 MI. E OF INT LA485,31.75,-93.27,1994,02,00,181,2014,A,1,5,0214,,,,,130,2035,0,92.3
LA,2260835083505017011,00504,069,53545,SIBLEY LAKE,LA0504,1.7 MI. N OF INT LA6,31.75,-93.16,2005,02,00,3700,2014,A,1,5,0214,,,,,2664,2035,0,80.8
LA,2260835312929255011,00000,069,00000,BAYOU BARBUE,LOCAL ROAD,4.3 MILES WEST OF LA 490,31.49,-92.92,1984,02,00,110,1976,A,1,5,0713,,,,,79,2035,0,84.4
LA,2260835312969252811,00000,069,00000,MILL CREEK,LOCAL ROAD,1.5 MILES WEST OF LA 490,31.49,-92.88,1997,02,00,350,1996,A,1,5,0713,,,,,252,2035,0,88.6
LA,2260835315599255511,00000,069,00000,LICK BRANCH,LOCAL ROAD,5.83 MI. SOUTH OF LA 156,31.93,-92.92,1995,02,00,230,1993,A,1,5,0313,,,,,165,2035,0,94.5
LA,2260835320309303511,00000,069,00000,DEMERY CREEK,LOCAL ROAD,3.2 M. W. OF LA 9 NEAR CH,32.05,-93.06,2004,02,00,100,2002,A,1,5,0215,,,,,72,2035,0,99
LA,2260835320679307411,00000,069,00000,MCGEE BRANCH,LOCAL ROAD,0.2 M. E. OF LA 155,32.11,-93.13,2005,02,00,150,2002,A,1,5,0315,,,,,108,2035,0,91.9
LA,2260835320849305011,00000,069,00000,CYPRESS CR.,LOCAL ROAD,0.86 M. E. OF LA 153 NEAR,32.14,-93.08,1965,02,00,150,1976,P,1,5,0215,,,,,108,2035,0,51.6
LA,2260840000000805301,00465,079,00000,CREEK,LA0465,2.35 MI. WEST OF LA 121,31.21,-92.77,2009,02,00,690,2014,A,1,5,1114,,,,,897,2035,0,99.4
LA,2260840000000805881,00000,079,00000,BAYOU RAPIDES,LOCAL ROAD,0.01 MI. NORTH OF LA 486,31.31,-92.53,1955,02,00,,2015,A,1,5,1213,,,,,,2035,0,79.8
LA,2260840000006002561,00000,079,00000,SPRING CREEK,LOCAL ROAD,3.0 MI. SOUTH OF LA 112,31.07,-92.62,2011,02,00,40,1976,A,1,5,0913,,,,,52,2035,0,89.5
